# The groups of orthologs are given as matrix with group per row
# and one genome per tab-separated column. Numbers refer to
# entry number as listed in the file "Map-SeqNum-id.map.
# Alternatively, use the OrthologousGroup.txt representation.
Alyrata_107_v1	Arabidopsis_thaliana	Bdistachyon_314_v3	Crubella_183_v1	Esalsugineum_173_v1	Mtruncatula_285_Mt4
0	22559	0	22307	22385	0
18795	22886	0	27171	28303	0
0	0	38853	0	0	46545
2332	11683	0	19072	11813	36069
0	15880	0	0	24812	0
1859	32272	51354	2698	19872	54536
9201	34045	0	21518	0	0
26578	43056	0	22475	24094	0
0	8032	43983	0	0	0
0	31268	42119	0	0	0
31700	0	7585	13567	2347	57802
31386	47301	154	9215	13729	10748
9764	30876	34714	28354	23137	53188
0	0	39045	25907	0	0
13567	30699	52528	4870	61	6779
18426	36543	0	8739	13571	0
3315	47669	0	0	20649	0
17810	31387	0	22568	18062	0
2226	44101	0	11074	14141	21033
18496	22797	8948	0	0	0
4475	12763	0	13621	3143	7289
0	36786	0	0	20286	0
0	7439	0	0	0	23143
23117	36900	0	27583	0	0
16641	14438	47842	22240	25241	23986
0	39067	45761	0	0	9799
0	0	43340	0	0	20467
30579	37287	38073	3278	7193	11520
8239	13438	0	17785	380	0
0	17368	21066	0	0	38344
4391	18214	0	10061	10461	32652
4227	12250	43250	15936	9712	0
0	0	24959	0	11925	0
1093	29771	5629	16668	0	0
0	11734	0	1002	0	0
0	14152	817	0	0	0
0	10381	25657	0	15559	0
14774	13361	27344	0	23124	36896
30779	12787	29144	25641	25275	34534
4952	8606	0	10723	13533	42324
18816	21408	49582	7136	6727	59168
0	0	13430	0	0	19230
0	0	45542	0	0	17877
0	0	45541	0	0	17876
8191	15066	13749	2772	18803	59795
9774	28209	24874	10731	15969	57885
0	34131	0	0	7309	31183
27874	28753	0	11346	14637	62058
11426	33561	34715	10476	13587	0
0	0	28040	0	0	15729
8310	34987	31081	16178	21152	17503
17285	20523	0	3021	20303	37613
0	31870	0	16226	0	16644
5904	22411	33880	1722	10558	30386
13169	25197	19092	15426	28647	56502
23048	2177	0	8660	10117	0
0	0	52102	0	0	59485
28261	16764	17242	23384	26773	36021
2495	34410	22486	26298	23960	10005
0	26977	4367	0	0	57922
0	35011	0	4079	4613	29926
0	0	0	0	20669	48203
29846	28913	35924	1680	20458	36218
0	32847	0	0	4252	23320
5845	10949	15538	0	8956	33004
0	15527	0	0	16506	3974
0	15526	0	0	16505	0
0	31302	47478	0	0	35322
0	0	7382	3274	0	8377
30951	13624	0	6816	0	0
19329	42833	0	6998	5727	0
15093	16504	0	15701	0	0
24886	719	5276	1769	10694	61141
21277	41529	44082	24809	24454	53681
0	0	22084	0	24267	6136
30772	24460	40958	16850	9678	0
4644	0	41730	14408	0	0
2540	48131	31624	12911	0	30566
4495	38841	0	2088	10640	30787
16099	8194	22466	27662	0	19322
0	21988	0	19957	12675	0
2320	38861	46539	22663	17978	21732
0	9976	0	0	0	44976
4992	38327	0	0	0	51239
0	26420	19548	0	0	0
6095	4640	0	15449	1833	38016
21251	0	0	0	0	3450
6638	13353	0	25992	28493	0
6111	44136	0	4752	4963	0
26126	576	0	2498	0	0
15111	19007	10168	16119	1293	54225
29994	35132	51782	16282	441	2402
0	0	11616	0	0	61854
0	33633	0	17058	0	33403
28535	26967	10150	8018	10248	28640
21146	39815	856	8489	13771	16553
0	0	33095	0	0	13616
0	13503	0	0	0	2877
3927	10849	0	22375	0	0
7961	3231	2294	22314	23810	36784
7545	22256	47328	11722	4218	13261
25226	21204	41943	17168	9468	23988
18440	6198	0	7014	56	0
0	25471	0	0	22069	0
7727	15501	0	13720	22703	44674
29897	45593	11476	24953	17447	27840
28406	0	0	0	14306	0
10633	15683	0	0	0	8120
0	6537	536	27097	0	0
15410	42148	0	9948	14126	0
9997	43533	30391	1658	27413	15944
0	693	3570	0	0	38382
0	32446	0	0	0	37363
11150	46843	0	1921	10683	9692
0	0	9082	0	26524	61938
14693	9612	22793	14661	3819	0
0	23315	8995	0	18278	54187
27939	10084	33149	22471	24594	0
0	9185	0	0	20563	0
0	11999	0	0	5726	23339
25825	0	8000	19801	0	0
19313	9367	0	17377	437	0
11226	0	0	13050	0	0
0	10465	0	0	6115	29164
0	0	5252	0	0	32015
1713	11037	47904	21120	12547	8432
1077	38608	0	28197	5980	623
0	21723	17933	0	0	0
0	19986	6343	0	0	48641
10203	4836	0	13892	2002	0
0	41010	10300	0	0	869
2257	15646	35396	14287	3176	45390
24058	25700	0	13733	0	0
2387	2258	10596	20079	12391	24072
23597	12315	42292	20577	21633	7453
30953	0	50072	15231	0	0
6041	961	0	0	27488	0
22713	31404	41257	15380	1610	42679
5252	0	0	16444	1816	0
31253	22278	47450	15783	23051	23425
23325	36262	43310	0	0	0
0	32121	1803	0	0	40634
0	7062	23672	0	0	0
0	22881	0	19814	11676	0
5637	8504	5050	12809	3957	0
1815	31406	0	0	0	0
0	30237	29414	0	0	28228
14839	41153	26828	2879	27095	29028
0	887	2461	0	0	20221
0	3849	0	17695	28745	0
0	3845	0	17694	0	0
0	19401	50318	0	0	21878
0	0	0	0	15619	19656
21957	14043	0	19586	12709	0
0	27392	36999	0	10507	59843
12156	47430	36438	2456	10928	0
359	5633	0	8343	15499	0
30569	21776	17091	0	0	44373
0	0	23795	0	0	19920
3597	18119	18845	10059	14457	59779
9695	47874	0	0	0	0
0	5848	39199	7122	5924	14508
0	15206	0	0	0	58158
0	15205	0	0	0	58157
28811	31461	0	0	0	0
6471	13887	0	18919	0	0
25627	14228	0	3281	20361	51298
18221	38750	34812	18585	11506	45810
670	45323	4666	23826	24702	45773
0	0	44501	0	0	55478
13545	4578	0	25453	28331	41088
0	31385	0	18187	29145	0
6276	2759	49364	14070	2355	0
0	11276	39757	2021	0	21123
19289	27856	0	23550	18863	0
31954	30424	771	10077	15413	601
387	35442	0	19115	11486	0
19175	25137	0	19696	21729	46658
16453	19938	49854	24671	26357	0
29150	33222	0	16816	1380	0
183	3038	18281	12273	2656	22493
25299	36323	0	17451	9711	0
2569	34046	29835	0	0	23113
0	20274	0	0	0	56219
0	22239	25918	0	0	0
0	0	41467	0	0	44394
11570	22569	19249	5	20	0
600	35386	24260	8735	16458	57001
7098	22680	0	12737	4137	0
20152	48264	0	17051	0	0
3847	9361	0	16539	1203	0
28572	35741	0	0	0	0
0	33653	0	0	4204	0
0	0	0	0	7885	36736
0	45812	0	0	0	11089
15756	3255	32596	16986	5987	59387
0	15920	35521	7965	13648	13700
0	36679	0	0	20535	0
28772	29490	0	28027	0	0
23342	19818	52008	4792	8459	55923
25374	35352	43147	8611	15259	54405
30976	0	0	23236	0	0
21914	10844	4661	6381	8589	43784
18710	23100	0	17836	1212	0
28215	29620	9210	23775	24444	30763
9334	2535	0	15020	3401	0
0	39338	0	0	17198	0
0	22372	0	0	0	36212
0	3964	48973	0	0	0
0	3963	48972	0	0	0
0	0	22518	0	0	51878
11283	19868	30410	5388	7786	57564
0	48033	0	0	11209	0
0	0	47849	0	0	54369
0	14163	1160	0	0	0
0	24095	0	0	0	43189
20763	30813	0	1215	27967	0
8655	41423	43117	102	10616	31587
15045	19506	0	6090	0	33238
0	25409	40018	0	0	0
7403	40183	26460	7629	19	5181
11490	20608	24981	24766	18248	0
11205	45304	0	0	0	0
0	0	0	458	27241	0
0	19665	44284	0	0	53859
25646	22229	0	10381	14285	0
0	23345	0	0	20401	37501
0	37849	4168	0	0	32282
0	25013	0	14613	0	51237
10372	0	0	16093	21928	0
12625	42809	27637	10681	13415	59665
18938	11447	0	2121	19238	0
0	33728	0	0	0	4409
0	37074	0	0	0	31317
23181	33733	0	19722	11632	0
0	7177	40282	0	25832	0
32559	25046	46126	5234	6340	0
5308	13742	24731	6028	7080	41169
0	48128	0	0	15506	61468
29781	34640	0	14236	14372	0
0	14151	820	0	0	0
0	10437	42004	1651	0	31522
0	26978	0	0	0	57921
7925	48168	44379	17203	29120	41582
22144	27206	0	3320	6141	0
18091	13389	6108	6314	7028	24150
27806	14577	0	20918	21509	30053
0	0	26784	0	0	24450
31943	36876	0	25302	24160	12262
0	11661	38575	0	13835	59953
0	11908	28527	21962	0	19323
0	17401	28734	0	0	45250
2448	27610	0	27774	25926	0
53	43891	47224	22012	25132	27368
0	0	52487	3882	0	10412
12564	31849	0	20962	0	0
0	21083	16740	0	0	59829
0	21082	16741	0	0	59828
0	21081	0	0	0	59827
22028	19989	40757	19076	11702	6210
0	8624	0	0	0	54037
19671	2428	0	10299	15907	0
0	25408	40021	0	0	0
0	33233	21579	0	0	2683
86	17051	42882	0	0	35880
31637	38192	33484	10944	13783	20117
0	23243	7201	0	0	54429
11445	28507	0	7106	5105	0
1236	41179	0	12238	4282	0
26079	36872	0	27975	7725	0
0	42078	0	0	0	17428
25212	41134	0	15038	3385	14917
20350	34506	0	5357	5845	0
11912	34611	34700	0	1242	0
27302	11056	0	22087	0	0
22283	42602	42252	7975	9972	45007
0	0	0	8526	13785	0
29362	30982	31075	0	22931	59998
29350	30373	10209	20715	12100	10065
0	0	3294	0	0	49458
30304	46691	0	9031	16231	43755
0	17596	42947	0	0	0
3989	11716	0	9463	13191	0
0	37428	10975	0	0	0
26743	28419	18186	14785	3444	1206
0	17079	49577	5439	28479	43012
0	24575	0	0	1666	56870
4379	35788	27076	26194	23477	0
8583	3714	0	18129	1002	0
21630	13588	19363	18162	345	24823
0	15674	27437	0	0	0
30912	33220	0	4947	6254	37335
0	0	0	0	27238	45479
5110	14413	9511	20571	11487	33472
10609	37592	45866	576	27962	16395
0	13858	0	0	0	30520
960	18767	0	6581	0	0
0	0	34454	0	5799	14432
0	0	20073	0	0	35501
0	28595	0	0	0	51026
0	27227	0	0	0	51025
0	27224	0	0	0	51024
0	0	22306	0	0	17210
0	41826	0	3376	0	0
0	20351	0	16809	1146	8099
28441	43557	0	12137	0	0
31305	9137	0	14857	17293	37828
0	1861	0	17369	0	21486
0	39467	36500	0	0	0
0	38523	14239	23692	0	0
20975	47678	0	15138	0	52415
0	10250	46499	4103	0	32390
617	35814	0	11058	15380	19316
0	32936	4911	0	0	0
0	40634	0	0	0	45966
0	20709	1127	3147	4853	15747
0	5723	9809	0	0	60696
3587	21525	0	7055	8969	0
31583	24911	0	11545	0	21394
28150	36390	12158	18539	1488	52201
22397	11666	0	22612	17389	9973
0	26025	0	0	0	58394
0	0	13434	0	0	14601
5149	44758	0	9598	0	0
23489	6057	49745	10690	14474	0
17556	735	0	20344	21370	0
17484	41393	16882	13846	22186	28492
13908	4504	0	25457	19085	0
0	30486	0	0	0	5240
0	0	37543	0	22490	28976
28430	17586	0	7451	7002	37134
29232	23349	0	19175	12269	21885
20087	4226	0	7748	13501	0
0	0	23472	0	0	18513
0	0	0	0	12021	29648
2654	21348	0	5336	0	25599
0	2553	0	0	0	42480
10012	8436	0	19136	11331	0
21628	6146	0	19188	12357	0
0	0	28744	0	0	19949
0	9266	0	0	27682	0
0	0	24211	3800	20578	0
0	8173	0	26094	25893	0
29539	42910	0	0	0	57810
30039	4282	44903	19484	21211	19548
0	28971	0	0	0	17049
11809	19569	1049	19878	22107	43509
0	2402	0	0	0	40988
3148	36118	40609	19323	21410	42608
0	38653	0	0	0	16672
0	44256	37082	0	0	27526
9136	36972	0	2611	23271	12072
5283	44969	0	667	19917	0
0	2300	50610	0	0	0
0	0	47205	3154	0	45507
0	0	41321	0	0	23018
28658	47788	35373	18152	1377	52945
0	0	8334	0	0	53367
27846	21528	0	23577	25103	1251
6889	19534	17361	5353	8355	3795
18126	44996	173	0	23886	0
27891	20685	0	2511	19867	0
31124	29438	37435	0	24163	0
3907	873	22748	3331	6572	55027
0	0	12786	0	0	44767
24845	94	0	2209	11185	0
23176	16813	0	11060	0	0
0	45581	0	0	19654	0
14449	35657	0	9396	10223	0
5861	26378	0	22186	24468	0
29095	25772	0	931	10633	0
25911	37630	0	0	0	0
0	10306	0	0	9238	7600
21331	44604	38056	4428	7682	31682
23814	21229	0	16387	795	0
17971	32088	43472	829	20430	1668
25452	48096	0	1564	27651	12676
30450	17833	24456	25423	5125	47099
20273	6058	30795	15904	615	46429
0	17122	47930	0	0	50232
1744	23969	47009	4897	6110	38279
13463	27786	0	7045	8654	0
24449	9236	0	6547	13140	0
5738	9453	0	4294	6407	0
22124	28914	0	1184	0	51409
0	37036	0	0	0	38037
9382	43175	0	5723	7807	0
28093	6961	39224	10574	15889	0
0	6894	0	622	0	0
0	0	0	11979	0	48309
0	11606	0	0	4562	0
0	35533	0	905	16843	0
19963	29414	0	16335	558	0
30697	42405	0	13998	20893	0
0	22933	0	0	0	41780
0	22931	0	0	0	41778
0	0	9333	0	0	12119
23541	25367	10219	22701	23379	43602
0	800	47881	0	0	38677
1146	24897	0	25217	20526	0
21133	36295	0	2122	20126	0
0	0	25354	0	0	16230
6223	2781	31640	18195	1828	0
28189	35374	5267	20223	21786	3545
16342	36163	0	24485	17411	19030
14968	28029	0	11797	0	0
7573	30246	0	1333	11036	0
0	34298	0	13486	20792	0
4110	34445	21547	16297	129	48092
0	0	3660	0	0	25218
0	0	19159	3985	0	44768
0	3317	9237	0	0	14877
10141	42046	0	3389	0	0
16101	17691	0	9635	9865	0
0	18145	0	16172	0	44039
28311	39956	0	9275	16260	0
21106	20467	11303	23000	1541	61751
20028	5188	25940	12149	21081	61975
0	20869	19692	0	0	174
0	20868	0	0	0	173
0	6019	6720	0	0	0
28540	39180	0	4248	67	0
26503	40859	52774	13219	0	44032
16233	46148	0	8834	14580	0
1028	17247	0	0	0	0
0	0	5298	0	0	19608
0	37063	23920	0	0	0
15085	21016	0	2546	27426	7607
13385	29798	8978	188	28045	13019
23226	38516	0	4435	6573	0
11409	24085	0	2669	25692	0
0	19831	4122	0	0	62247
4724	33903	0	1460	10533	0
26054	16386	0	22214	0	0
0	13070	0	24490	0	42982
0	38777	0	0	0	652
7833	43542	10632	4772	0	7347
16987	18130	22718	8800	13843	59327
29615	21860	0	22484	23643	0
18754	37021	0	1661	0	0
1640	39683	0	26844	23574	46047
0	4934	0	0	17484	0
0	0	21898	0	2534	34283
15476	30429	23944	18134	29089	1999
26410	29846	0	10576	14476	33880
3787	35889	0	5397	5882	61087
24789	6884	0	27293	26680	54931
18364	18840	42449	2141	20194	21671
0	9389	2124	0	0	0
0	23264	0	25731	13357	58795
0	26981	0	0	0	57920
0	17419	0	0	0	1177
8049	20495	29617	23326	19268	1791
0	4418	27892	0	0	0
14898	11503	0	21040	21586	0
0	0	7324	0	6021	55300
20301	5940	36543	0	11750	15722
0	12275	0	0	0	4868
12690	24509	49361	24762	25219	44947
5916	43842	0	11201	0	43234
0	8819	0	0	19760	0
29942	21361	0	5917	7298	60045
32393	24789	42098	21290	21239	43369
8077	9587	0	0	19966	0
0	25071	6132	0	13992	59693
13629	47070	22951	9590	14445	34435
0	41460	0	0	26335	0
12023	37020	38424	11155	13882	0
32113	18452	0	13599	22462	16347
0	0	0	0	20145	297
29878	17208	46654	1491	10849	28755
27834	1498	12251	716	19485	17905
0	34786	4432	0	0	61058
21357	22021	27798	5733	4665	2649
0	43599	0	0	15723	15259
19503	32033	34291	12941	2225	0
24130	20201	0	0	0	4425
0	1314	0	6465	4617	42080
19922	28783	50886	18517	9471	27592
0	47258	0	26638	0	0
10472	4892	33253	23491	26866	0
0	0	0	0	5495	7982
0	11092	15876	0	15476	0
0	10031	0	12147	0	56133
1364	1745	52269	1383	10779	18528
0	9158	0	0	0	10303
10027	0	7865	24917	25999	0
17602	39372	0	13929	3874	0
17637	14137	0	11900	4157	0
12143	0	0	14147	0	0
10028	23176	0	0	0	0
0	6386	0	0	0	17268
28991	34041	0	26472	24997	0
0	28819	0	0	0	45196
9185	22911	0	26426	19256	2604
574	20695	31041	0	8431	26923
16914	0	38482	26600	0	0
0	43337	16041	17293	0	0
12948	36225	5607	14500	3349	20409
0	36216	0	0	0	37173
17966	33987	0	0	21174	0
16733	43027	0	15354	224	3371
27072	0	13698	0	0	0
5133	48173	0	20689	13119	0
0	26983	8051	25366	0	36655
20177	7517	0	3215	6997	39825
0	7516	0	3214	6998	39826
27289	27800	0	16626	887	57341
5005	22075	0	0	0	36901
6854	17693	0	6832	0	0
4960	42792	17630	21305	12937	37562
0	25285	0	0	0	61145
29837	6650	39404	13857	2219	32358
9912	37645	0	7952	13782	0
0	10604	48201	0	0	24894
0	0	12559	0	0	2036
30660	2823	0	23082	17766	9828
25015	42248	0	370	0	51209
22399	46345	0	22518	17923	17864
0	42271	0	0	15944	0
0	10059	43633	0	0	27969
0	40705	32266	0	0	6711
0	40704	32265	0	0	0
10354	30466	36432	17277	1256	0
0	0	15776	0	0	16889
9778	35337	23995	17365	1547	34804
0	45749	29979	11591	0	446
25254	37437	49384	16929	21298	19298
0	3123	28959	17582	1738	45744
31731	35823	0	16644	268	37053
21528	23649	14642	2394	20200	24821
16806	46670	11247	22056	17499	43933
8601	13640	21451	14928	3901	31228
21830	41437	0	5292	6262	0
0	0	35707	0	0	15754
0	37572	26479	0	0	37814
30023	3841	7809	14033	2490	45056
2215	34534	1519	25049	23542	52148
0	0	7142	0	6634	17208
150	0	35488	0	0	0
2743	39659	40338	24356	25223	0
25689	6467	0	0	28138	0
23852	47537	0	0	0	0
455	4772	18389	23970	0	0
0	0	25243	0	0	28479
0	9358	0	7699	0	0
0	30535	35206	0	0	11193
22931	36640	20980	0	23047	60126
0	0	21035	13412	0	0
0	4203	19734	8886	0	0
24522	6210	0	0	0	0
4604	31879	32151	14815	3910	23812
0	14229	35074	0	0	0
29026	3102	0	14299	3314	56830
0	0	41072	0	0	31612
16508	23001	2369	27434	26486	10361
16043	43658	0	19062	22121	1515
0	24441	23222	0	0	32808
0	0	0	0	2844	22591
0	30898	0	0	0	56655
22806	27440	3626	0	0	0
0	31816	0	0	10884	0
7507	36039	0	0	10494	0
0	22731	33392	0	0	0
0	22730	33391	0	0	0
0	0	17795	0	0	56825
0	15625	0	0	24171	41834
14532	34348	7503	10044	15547	17280
5392	0	0	12943	2907	0
32290	39248	0	15338	9460	0
0	7294	37224	0	0	0
0	7292	37223	0	0	0
1067	31232	11347	52	27881	58881
25291	38876	34766	19698	11800	0
6552	12987	0	7112	4922	0
0	4052	14911	11218	0	2348
3392	38262	23050	26315	20413	0
10786	24666	49951	0	8275	36345
0	0	19527	0	0	41713
0	0	0	3991	0	35184
0	0	0	6955	8727	32139
9458	16691	13287	24924	24937	55364
25910	21410	0	0	0	0
27945	44363	0	4074	4733	0
14926	0	39519	14704	22194	0
5398	9870	44736	3996	8694	49078
18982	16569	0	8924	26054	61587
17768	26515	0	23628	19053	29630
30018	15433	0	9050	14398	0
0	0	10384	13703	0	45064
14697	40985	0	11581	14159	0
18287	17012	20508	1788	27214	54600
27386	36642	0	0	22728	0
0	33138	25348	0	0	44555
22490	35353	0	0	0	0
22813	6571	0	22886	25131	15923
0	2330	22001	0	0	0
9862	19649	0	0	0	0
12554	30204	33654	8675	15464	5537
0	9702	0	0	0	19343
20471	47551	0	27796	22921	54580
28863	10934	0	21576	26085	55205
25514	11268	0	0	3334	44510
25533	22425	0	18591	12926	0
15209	31082	0	2011	0	0
0	5913	0	0	0	17519
29591	20803	0	21345	11665	14326
3482	29285	0	13932	4122	0
0	11267	0	0	3335	44513
8635	3023	0	14600	2806	56356
0	46559	42407	0	0	56941
14220	21961	33685	395	10539	20224
31614	27197	0	18070	8193	0
30610	3708	0	27983	25755	0
0	29774	0	16669	0	0
19906	15453	0	0	484	0
0	19902	50324	0	3451	60415
12168	27928	3198	3265	0	44560
0	31122	0	0	22550	0
0	37293	0	9846	14972	16900
10778	22436	0	0	10439	0
15199	32357	19269	20176	21350	44854
27629	3858	0	26635	28242	28849
0	0	39212	0	0	19331
10212	47291	0	4312	0	0
18142	16111	12652	11540	15456	42288
16942	12671	0	0	24496	0
16890	48241	0	23155	0	0
5204	1980	0	0	16802	0
0	0	43432	0	0	7597
0	0	43431	0	0	7595
24856	33869	0	15468	16926	61891
11826	370	0	18418	1016	0
17173	29624	39011	26219	25947	0
25326	11408	0	21271	0	0
28018	37249	49342	11327	10078	31005
23185	24371	8148	23270	23624	0
0	0	0	129	13655	43907
25839	15215	0	15636	743	0
0	12710	0	0	0	317
4053	30844	39004	5044	7456	45592
22323	10916	0	11143	15326	33504
19323	19777	8282	513	18740	56753
0	0	20786	20647	11885	60076
0	20863	0	0	0	171
5709	14718	0	9680	14940	33957
26230	34595	0	0	13100	8054
32646	39985	0	9781	15385	0
20696	18143	23001	0	0	57725
0	0	43430	0	0	7594
1465	23337	30167	19675	11322	52251
12918	21214	0	0	5841	0
14980	7117	30498	3454	5901	20630
26	7910	39606	12470	2880	11990
0	44394	24293	0	0	51014
0	0	24292	14543	0	51013
0	0	24289	0	0	51012
0	45023	16835	0	0	22206
23967	11915	0	0	0	15671
0	0	13859	0	0	2035
1742	8018	0	4231	5848	41501
15677	36271	0	16667	9670	0
12876	38043	44487	17240	9419	54758
5696	28017	7131	6018	8091	49526
0	19483	46488	0	0	0
31947	42137	0	25826	25553	0
0	15341	0	0	4943	23321
29049	41238	19439	17646	1540	55446
5254	0	0	8704	6913	0
14887	11832	0	2531	0	0
7549	35413	12326	8349	15906	11905
18913	32974	46359	0	16454	0
7557	34561	35653	4853	5806	2406
20127	13916	6121	11953	27076	21384
0	31208	26051	8428	0	9061
0	20097	0	27669	23148	57886
26991	19209	0	27062	20708	36812
7469	46533	0	12625	2910	11245
0	30472	0	0	2335	0
13972	14513	14867	0	23549	31648
0	47398	33832	0	0	0
27084	0	6929	0	0	10898
0	34129	0	1608	0	0
30195	43332	0	21201	22831	0
9076	34407	0	4172	6575	3833
30014	0	0	25531	19994	0
21547	17771	37917	3039	27340	59267
28706	33428	0	6499	6654	0
2206	33116	0	8842	13220	31702
0	15609	0	0	19475	51541
0	15607	0	0	19474	60503
14147	28472	32282	11937	2191	20198
0	0	3275	0	0	53881
0	23443	0	322	10574	0
0	16487	0	10593	0	0
0	0	8309	0	0	22619
6475	11136	0	30	0	0
27007	20879	7892	68	28135	60081
13292	14694	0	8302	14989	38377
0	32159	0	0	0	22627
0	30098	47105	0	0	0
0	16970	0	0	0	9776
15700	8821	48897	20413	11498	48746
22445	34818	22877	11373	20998	15756
14531	14549	31639	17772	134	25592
4045	47994	0	0	0	0
405	18560	0	5182	7369	0
14978	16094	15627	5061	5045	53354
0	46339	0	0	0	8028
13676	16486	13029	6354	6033	50219
0	37061	23919	0	0	0
28048	28205	0	0	4270	0
8339	16640	31335	7861	15632	39104
0	47166	0	0	25376	0
17315	7810	25997	15581	0	13240
18205	43047	0	8530	0	0
0	14536	0	0	0	1643
0	33213	0	0	23017	46719
0	19901	0	0	21421	60416
0	42497	27852	0	0	52295
0	9035	0	0	0	24493
0	36831	0	27994	24273	0
0	0	15997	0	0	40565
12752	24075	0	1486	0	0
12902	8905	0	23004	17588	0
0	12058	0	0	16830	0
16132	44419	0	18786	21276	33924
10949	29476	0	15573	14635	0
0	5542	38297	0	0	0
27237	8631	39080	7935	0	0
0	3235	0	22313	0	32497
0	0	2472	27324	0	0
0	38735	0	2881	10930	0
31647	19890	26268	18231	890	58970
14558	8676	50232	17481	0	0
17408	10752	0	15370	0	2234
0	41331	0	25698	0	0
0	18253	0	1332	0	0
15720	23746	0	24260	26259	21930
206	2576	0	5215	0	0
20687	26154	21987	1925	20353	50365
21292	16754	13001	609	11141	58052
31359	40402	0	19161	21636	44766
19541	0	0	17354	28580	0
0	35315	51187	0	4705	0
19145	42317	0	20125	11758	48503
0	0	0	11531	0	10427
4853	32525	50887	554	10580	27593
13564	15277	38395	10268	14930	12208
30411	45133	41672	0	19571	29184
0	0	0	4608	7672	0
18171	16844	0	24968	26488	0
8930	35180	5101	22683	26517	26686
26641	8103	0	10198	15580	9533
12102	23759	0	14698	17805	0
0	47309	0	9482	14816	58216
29959	20324	24730	27076	24743	57493
0	5640	29784	0	0	53424
0	14613	41590	0	0	4295
9642	20105	0	0	0	17569
21589	40769	0	783	10945	0
0	0	0	17753	16008	0
0	31499	48483	19071	12772	36344
505	46103	0	13289	3961	60977
26306	30411	51242	8483	13178	32471
0	3622	0	4938	24154	0
0	6084	0	0	0	24001
0	34589	0	15690	762	0
20548	16882	0	27205	26684	0
0	0	35609	0	7796	6170
5807	36759	31237	9681	13703	6696
31173	42483	0	3053	27239	0
0	13671	0	0	0	8947
16323	34378	0	0	0	37041
29687	8197	29924	7047	4841	45308
0	27332	0	26536	26107	37545
9148	9244	48551	3572	4	0
11298	44459	0	0	0	0
8068	46266	0	3856	9088	0
31961	33959	0	16303	1709	56455
22888	0	39861	18130	0	0
20375	27265	4121	1076	27568	51591
20957	0	0	10472	16255	10662
0	7568	28654	0	0	38637
0	40926	0	0	0	23815
10380	19780	0	4788	4856	0
0	28628	3313	18393	9458	30334
0	0	5771	0	0	51263
0	0	49150	0	0	5214
0	1482	0	6150	5308	0
0	37988	13142	0	29256	0
0	0	11592	0	0	3117
20264	15893	0	0	8513	0
12243	451	0	4737	5966	0
27577	28542	20989	1790	10806	61427
917	15095	0	8135	15353	54523
20156	27076	0	20	27490	15511
0	31428	0	21406	0	27898
28810	45273	28861	10713	13523	62159
0	26969	0	0	10249	31128
0	40051	0	8684	0	0
0	0	0	0	17721	9398
5834	34036	0	7245	7988	49383
27148	9700	48668	14276	22520	60519
22156	9699	0	0	0	0
27654	21182	509	23522	23829	20269
0	40606	0	17424	855	0
0	19922	20139	0	0	0
5496	0	52803	0	0	53809
8491	5990	36906	14283	3254	29802
4076	4254	29454	3971	7620	17392
20094	28824	0	17805	102	41788
13320	2852	0	11655	22526	0
25219	28712	0	17880	0	0
10775	21391	0	27602	18806	7024
21618	0	43342	0	1870	0
0	0	6440	0	0	55234
1117	37895	0	4166	6136	0
11183	24778	28360	15452	9357	23913
0	18212	0	0	9845	0
2423	34857	0	24827	25686	32993
0	27597	0	0	0	45569
12436	44117	7657	4802	5899	16855
7309	15398	13431	11803	3475	48394
0	0	48595	0	0	33447
0	0	34338	0	0	19117
0	47584	0	12575	0	0
0	32170	0	0	2280	50133
23968	22085	0	0	0	0
9146	350	4368	11914	20777	0
11607	12778	0	11808	3109	0
32457	47416	0	1284	11180	0
10126	40208	0	1751	0	0
1017	17293	0	14890	3537	0
0	37874	8083	0	0	4480
413	9373	43635	8603	15982	51424
858	45661	15212	9164	16048	8208
0	17735	0	15053	20946	0
0	32470	4614	0	0	29372
18784	43251	33047	2864	28094	20058
19010	10419	0	22512	17380	5986
24958	14215	0	18142	1071	13579
9261	6204	0	27321	0	0
0	9081	4926	15822	1329	0
3385	39507	17667	13528	22403	45604
3628	35977	2097	17606	1871	24995
10015	8604	0	28279	19590	37779
19300	18649	38895	1299	11033	0
6757	26119	0	20096	12885	9734
0	37882	9683	3960	0	48874
21778	0	0	0	14584	0
3317	36614	48039	10696	13543	38192
13458	3707	50240	25626	28438	15445
6156	28860	17375	23781	26152	43667
0	9900	0	11429	5398	0
0	44015	35719	0	0	20567
0	0	21780	0	0	32676
0	0	24802	0	0	46374
0	48234	38845	0	0	52453
0	0	41671	0	0	21767
0	7105	14194	0	0	11344
19387	47167	0	0	4326	0
21230	9888	0	21476	20109	27893
0	15342	0	0	4942	9825
17160	40198	0	5741	5698	43874
24778	12844	0	18150	17642	40830
24184	42761	13476	1988	28099	38432
238	47280	0	4035	7260	0
0	0	44477	0	0	26474
29416	19621	0	24232	24560	7949
1903	38276	26909	17948	9554	59234
0	33172	0	0	6171	14293
0	0	0	0	22383	613
0	25289	0	16355	0	0
9916	19499	0	0	0	44174
0	13328	31914	0	0	0
2850	35126	34605	0	3842	56103
4200	34403	11605	22745	23484	0
0	25142	15996	0	0	40564
6826	7520	0	9971	15788	54112
8405	13491	0	9173	14470	0
18115	8343	9257	7673	7821	18318
