query_id;Ath_vs_Alyr_subject_id;Ath_vs_Alyr_dN;Ath_vs_Alyr_dS;Ath_vs_Alyr_dNdS;Ath_vs_Bdist_subject_id;Ath_vs_Bdist_dN;Ath_vs_Bdist_dS;Ath_vs_Bdist_dNdS;Ath_vs_Crub_subject_id;Ath_vs_Crub_dN;Ath_vs_Crub_dS;Ath_vs_Crub_dNdS;Ath_vs_Esals_subject_id;Ath_vs_Esals_dN;Ath_vs_Esals_dS;Ath_vs_Esals_dNdS;Ath_vs_Mtrunc_subject_id;Ath_vs_Mtrunc_dN;Ath_vs_Mtrunc_dS;Ath_vs_Mtrunc_dNdS;Ath_vs_Thassl_subject_id;Ath_vs_Thassl_dN;Ath_vs_Thassl_dS;Ath_vs_Thassl_dNdS;Ath_vs_Pabies_subject_id;Ath_vs_Pabies_dN;Ath_vs_Pabies_dS;Ath_vs_Pabies_dNdS
AT2G46870.1.1;497309;0.005132;0.1247;0.04117;Bradi5g19260.3;0.4103;1.207;0.3399;Carubv10023656m;0.03646;0.2937;0.1241;Thhalv10001555m;0.05925;0.4087;0.145;Medtr8g023990.1;0.3899;NA;NA;MA_5039g0010;0.6475;NA;NA;lcl|NW_010970490.1_cds_XP_010523854.1_37348;0.1982;1.209;0.1639
AT2G46890.1.1;935672;0.02094;0.1136;0.1844;Bradi5g02270.2;0.2973;NA;NA;Carubv10023639m;0.03746;0.2193;0.1708;Thhalv10001550m;0.04021;0.3312;0.1214;Medtr8g023760.1;0.2021;1.857;0.1088;MA_10436036g0010;0.2889;NA;NA;lcl|NW_010970490.1_cds_XP_010523856.1_37355;0.1169;0.7431;0.1573
AT2G46900.1.1;483858;0.039;0.1398;0.279;Bradi4g35140.1;0.4131;NA;NA;Carubv10022741m;0.05317;0.2736;0.1944;Thhalv10001357m;0.08995;0.3732;0.241;Medtr8g023750.1;0.3285;1.408;0.2333;MA_10431835g0010;0.353;4.126;0.08554;lcl|NW_010965946.1_cds_XP_010544897.1_19780;0.205;0.8162;0.2512
AT2G46910.1.1;935674;0.01774;0.106;0.1674;Bradi3g30740.4;0.3336;NA;NA;Carubv10023809m;0.03426;0.2045;0.1676;Thhalv10001577m;0.04776;0.202;0.2364;Medtr4g005390.1;0.2514;1.744;0.1441;MA_10432372g0010;0.4602;1.331;0.3458;lcl|NW_010970490.1_cds_XP_010523862.1_37359;0.1317;0.8362;0.1575
AT2G46915.1.1;935675;0.01867;0.08563;0.2181;Bradi1g52170.1;0.406;1.596;0.2544;Carubv10022846m;0.0441;0.2296;0.1921;Thhalv10001331m;0.0436;0.2355;0.1851;Medtr2g101420.1;0.3095;1.561;0.1983;MA_199851g0010;0.3518;1.691;0.208;lcl|NW_010970490.1_cds_XP_010523860.1_37362;0.1244;0.609;0.2043
AT2G46950.1.1;902749;0.03095;0.1022;0.303;Bradi1g61420.1;0.4169;NA;NA;Carubv10022967m;0.07741;0.2789;0.2775;Thhalv10001402m;0.08366;0.3232;0.2589;Medtr1g085680.1;0.3488;NA;NA;MA_8137092g0010;0.4459;2.794;0.1596;lcl|NW_010967884.1_cds_XP_010559165.1_32589;0.1951;1.034;0.1887
AT2G47010.2.1;322350;0.03405;0.1861;0.183;Bradi4g07637.1;0.2934;1.42;0.2066;Carubv10023066m;0.04323;0.2256;0.1917;Thhalv10001420m;0.0771;0.2959;0.2606;Medtr1g086170.1;0.2149;3.11;0.06911;MA_6618g0020;0.3317;NA;NA;lcl|NW_010965946.1_cds_XP_010544935.1_19815;0.114;0.8869;0.1285
AT2G47180.1.1;483894;0.026;0.1572;0.1654;Bradi1g64120.1;0.1796;2.353;0.07634;Carubv10025703m;0.05202;0.385;0.1351;Thhalv10001530m;0.06914;0.4663;0.1483;Medtr7g109920.1;0.1313;1.793;0.07323;MA_67331g0010;0.1828;NA;NA;lcl|NW_010965946.1_cds_XP_010544948.1_19827;0.1012;1.251;0.08088
AT2G47210.3.1;935710;0.004128;0.0807;0.05115;Bradi2g18250.1;0.2548;1.935;0.1317;Carubv10023261m;0.01696;0.1877;0.0904;Thhalv10001452m;0.02903;0.2444;0.1188;Medtr7g109870.2;0.1799;1.02;0.1764;MA_24533g0010;0.3144;1.944;0.1618;lcl|NW_010970490.1_cds_XP_010523905.1_37400;0.07913;0.5542;0.1428
AT2G47330.1.1;483908;0.0156;0.1861;0.08381;Bradi1g64410.1;0.1795;2.513;0.07143;Carubv10022694m;0.02627;0.2907;0.09035;Thhalv10001321m;0.04291;0.3954;0.1085;Medtr7g109720.1;0.127;1.4;0.09069;MA_50249g0010;0.215;NA;NA;lcl|NW_010965946.1_cds_XP_010544963.1_19839;0.09223;0.7743;0.1191
AT2G47390.1.1;322384;0.01373;0.08764;0.1567;Bradi1g64507.5;0.1405;2.345;0.05992;Carubv10022616m;0.02642;0.1811;0.1459;Thhalv10001294m;0.02552;0.2706;0.09429;Medtr7g109530.1;0.1316;1.37;0.09606;MA_10433229g0010;0.2074;NA;NA;lcl|NW_010965946.1_cds_XP_010544967.1_19843;0.08416;0.6213;0.1355
AT2G47430.1.1;483920;0.04657;0.1308;0.356;Bradi1g47393.1;0.6483;NA;NA;Carubv10025468m;0.08683;0.2211;0.3927;Thhalv10001751m;0.1294;0.4031;0.3211;Medtr1g090850.1;0.5232;NA;NA;MA_299456g0010;0.683;NA;NA;lcl|NW_010965946.1_cds_XP_010544971.1_19850;0.2978;1.017;0.2927
AT2G47450.1.1;935733;0.026;0.09036;0.2877;Bradi1g76290.1;0.411;NA;NA;Carubv10021283m;0.05008;0.3132;0.1599;Thhalv10000209m;0.07595;0.4382;0.1733;Medtr4g075710.1;0.2931;1.916;0.153;MA_845170g0010;0.3814;NA;NA;lcl|NW_010971389.1_cds_XP_010526546.1_39795;0.2292;0.8382;0.2735
AT2G47490.1.1;483929;0.002727;0.1218;0.02239;Bradi2g28120.1;0.2014;1.885;0.1068;Carubv10023674m;0.01001;0.2719;0.03682;Thhalv10001547m;0.05979;0.3357;0.1781;Medtr7g109135.1;0.1562;1.348;0.1159;MA_10266609g0010;0.3126;NA;NA;lcl|NW_010967884.1_cds_XP_010559196.1_32628;0.08647;0.7266;0.119
AT2G47590.1.1;483939;0.01677;0.1252;0.1339;Bradi1g62840.1;0.3832;1.494;0.2565;Carubv10023025m;0.03019;0.2706;0.1116;Thhalv10001442m;0.04379;0.4291;0.1021;Medtr1g088420.1;0.1914;2.262;0.08464;MA_172007g0020;0.4949;NA;NA;lcl|NW_010965946.1_cds_XP_010545007.1_19876;0.09556;0.6242;0.15310000000000001
AT2G47600.1.1;935749;0.01133;0.0922;0.1229;Bradi4g11030.6;0.1834;2.194;0.08359;Carubv10022958m;0.02031;0.215;0.09451;Thhalv10001391m;0.03483;0.2783;0.1252;Medtr1g088430.1;0.19;1.785;0.1064;MA_800776g0010;0.4098;NA;NA;lcl|NW_010965946.1_cds_XP_010545005.1_19880;0.09906;0.9511;0.1041
AT2G47620.1.1;935751;0.03786;0.1372;0.276;Bradi5g13510.1;0.5173;NA;NA;Carubv10024568m;0.06237;0.2451;0.2544;Thhalv10001411m;0.09344;0.3405;0.2744;Medtr3g099000.2;0.3581;2.711;0.1321;MA_10426836g0010;0.5291;2.507;0.2111;lcl|NW_010970490.1_cds_XP_010523953.1_37447;0.1911;0.7852;0.2434
AT2G47680.1.1;483950;0.03128;0.09064;0.3451;Bradi2g09177.1;0.3695;2.282;0.1619;Carubv10022564m;0.04552;0.1719;0.2647;Thhalv10001290m;0.06265;0.2621;0.239;Medtr1g088590.1;0.274;1.561;0.1755;MA_10425803g0010;0.3155;1.591;0.1984;lcl|NW_010965946.1_cds_XP_010545017.1_19889;0.154;0.6534;0.2357
AT2G47710.1.1;935759;0.00609;0.09373;0.06498;Bradi4g05210.1;0.2511;1.599;0.157;Carubv10024211m;0.02487;0.2481;0.1002;Thhalv10001666m;0.05751;0.2157;0.2667;Medtr1g088640.2;0.2319;1.336;0.1736;MA_4125493g0010;0.2656;2.395;0.1109;lcl|NW_010968777.1_cds_XP_010521003.1_34799;0.1189;0.7447;0.1596
AT2G47790.1.1;935767;0.0248;0.1629;0.1522;Bradi5g01990.2;0.2881;2.792;0.1032;Carubv10024773m;0.05796;0.3158;0.1835;Thhalv10001494m;0.03749;0.3192;0.1174;Medtr8g058590.1;0.2191;1.352;0.1621;MA_10429244g0010;0.3105;NA;NA;lcl|NW_010965946.1_cds_XP_010545029.1_19901;0.1084;0.8451;0.1283
AT2G47820.2.1;483966;0.0456;0.1316;0.3464;Bradi1g62615.3;0.6186;NA;NA;Carubv10025005m;0.08614;0.274;0.3143;Thhalv10001316m;0.08838;0.3214;0.275;Medtr7g108470.2;0.5594;2.429;0.2303;MA_99178g0010;0.6986;NA;NA;lcl|NW_010970490.1_cds_XP_010523931.1_37426;0.2516;0.7134;0.3527
AT2G47960.1.1;483987;0.01622;0.07672;0.2114;Bradi3g30000.1;0.2661;1.47;0.1811;Carubv10025351m;0.01862;0.2461;0.07566;Thhalv10018568m;0.03356;0.2656;0.1264;Medtr4g088960.1;0.195;1.346;0.1449;MA_60598g0010;0.1997;1.573;0.127;lcl|NW_010965946.1_cds_XP_010545060.1_19931;0.07907;0.538;0.147
AT2G47980.1.1;935788;0.01876;0.08292;0.2263;Bradi4g11510.2;0.2813;2.047;0.1374;Carubv10022544m;0.03842;0.1866;0.2059;Thhalv10001288m;0.05412;0.2849;0.19;Medtr7g107440.1;0.2565;1.555;0.1649;MA_24114g0010;0.1989;2.842;0.07001;lcl|NW_010965946.1_cds_XP_010545064.1_19934;0.1128;0.676;0.1668
AT2G47990.1.1;935789;0.02566;0.1882;0.1364;Bradi1g53790.1;0.4407;2.478;0.1779;Carubv10024956m;0.02966;0.2993;0.09912;Thhalv10001392m;0.05774;0.5078;0.1137;Medtr1g089260.1;0.2714;1.752;0.1549;MA_10433633g0010;0.5875;NA;NA;lcl|NW_010970490.1_cds_XP_010523999.1_37490;0.135;0.9789;0.138
AT2G48010.1.1;935792;0.02598;0.146;0.178;Bradi2g13236.1;0.3629;1.936;0.1875;Carubv10024961m;0.07629;0.3925;0.1943;Thhalv10016382m;0.06647;0.6622;0.1004;Medtr1g089600.1;0.2718;1.559;0.1743;MA_13796g0010;0.3736;NA;NA;lcl|NW_010963021.1_cds_XP_010530520.1_6966;0.1228;1.002;0.1225
AT2G48120.1.1;484005;0.02462;0.09103;0.2705;Bradi2g26440.1;0.2932;2.112;0.1388;Carubv10023621m;0.0463;0.2475;0.1871;Thhalv10001558m;0.05953;0.3087;0.1929;Medtr1g072640.1;0.1938;2.016;0.0961;MA_34640g0010;0.526;NA;NA;lcl|NW_010966822.1_cds_XP_010552783.1_26795;0.1271;0.8156;0.1558
AT2G48140.1.1;484008;0.0198;0.1266;0.1563;Bradi1g05837.1;0.4935;NA;NA;Carubv10024086m;0.08892;0.3907;0.2276;Thhalv10001800m;0.09231;0.315;0.293;Medtr1g071720.2;0.5447;NA;NA;MA_113140g0010;0.7468;3.127;0.2389;lcl|NW_010965946.1_cds_XP_010545094.1_19963;0.2422;1.249;0.194
AT3G01060.1.1;477426;0.01783;0.13;0.1371;Bradi2g20110.1;0.1393;1.394;0.0999;Carubv10013674m;0.02739;0.1863;0.147;Thhalv10020707m;0.02418;0.2583;0.09363;Medtr6g013750.1;0.1524;2.151;0.07087;MA_10436278g0010;0.2316;3.04;0.07618;lcl|NW_010970490.1_cds_XP_010525110.1_38535;0.06942;0.7395;0.09388
AT3G01150.1.1;927661;0.01477;0.09972;0.1481;Bradi1g61200.1;0.1424;1.588;0.08968;Carubv10013877m;0.02019;0.265;0.07617;Thhalv10020700m;0.02683;0.3171;0.0846;Medtr7g011070.1;0.1407;1.536;0.09158;MA_31482g0010;0.1753;2.252;0.07785;lcl|NW_010966372.1_cds_XP_010550046.1_24359;0.09006;0.8242;0.1093
AT3G01160.1.1;317076;0.03647;0.1528;0.2388;Bradi1g25780.1;0.4349;2.552;0.1704;Carubv10013069m;0.07626;0.3431;0.2223;Thhalv10020182m;0.153;0.4913;0.3115;Medtr4g096820.1;0.3536;2.405;0.147;MA_10311455g0010;0.5524;NA;NA;lcl|NW_010966372.1_cds_XP_010550048.1_24362;0.1943;1.081;0.1798
AT3G01170.1.1;927659;0.008835;0.353;0.02503;Bradi2g53190.4;0.5336;NA;NA;Carubv10015087m;0.02389;0.3155;0.07573;Thhalv10021455m;0.03527;0.3991;0.08837;Medtr6g012390.1;0.2946;2.654;0.111;MA_140162g0010;0.5101;NA;NA;lcl|NW_010966372.1_cds_XP_010550052.1_24365;0.1283;0.817;0.1571
AT3G01180.1.1;477411;0.02624;0.1149;0.2283;Bradi3g59440.1;0.2721;NA;NA;Carubv10013000m;0.04636;0.2275;0.2038;Thhalv10020091m;0.05011;0.2643;0.1896;Medtr6g012380.1;0.2458;1.467;0.1675;MA_294189g0010;0.1852;2.59;0.07151;lcl|NW_010966665.1_cds_XP_010551849.1_25960;0.1841;1.06;0.1738
AT3G01435.4.1;317046;0.01197;0.1663;0.07201;Bradi3g06540.2;0.3117;NA;NA;Carubv10014956m;0.007655;0.1906;0.04016;Thhalv10022365m;0.03783;0.4064;0.09308;Medtr1g023330.1;0.1699;2.041;0.08324;MA_511003g0010;0.2785;1.115;0.2497;lcl|NW_010966665.1_cds_XP_010551892.1_25998;0.1263;0.7773;0.1626
AT3G01460.1.1;927617;0.03886;0.1067;0.3641;Bradi3g06717.1;0.5728;NA;NA;Carubv10012794m;0.0602;0.2154;0.2795;Thhalv10019872m;0.07563;0.2449;0.3089;Medtr6g007650.1;0.4467;1.762;0.2536;MA_41907g0010;0.6155;NA;NA;lcl|NW_010966665.1_cds_XP_010551894.1_25999;0.1952;0.5817;0.3356
AT3G01470.1.1;477377;0.02113;0.106;0.1993;Bradi3g56180.1;0.3823;NA;NA;Carubv10015805m;0.04471;0.2212;0.2021;Thhalv10022235m;0.08028;0.3541;0.2267;Medtr6g007647.1;0.3095;2.793;0.1108;MA_19453g0040;0.4957;NA;NA;lcl|NW_010966665.1_cds_XP_010551895.1_26000;0.1704;0.824;0.2068
AT3G01480.1.1;477375;0.02839;0.1315;0.2158;Bradi3g34940.1;0.1622;2.202;0.07366;Carubv10013720m;0.0329;0.2665;0.1235;Thhalv10020775m;0.04084;0.267;0.153;Medtr6g007607.1;0.1419;1.689;0.08405;MA_7732g0010;0.2166;2.322;0.09326;lcl|NW_010970490.1_cds_XP_010524308.1_37774;0.1071;0.7419;0.1444
AT3G01720.1.1;477342;0.01197;0.1147;0.1043;Bradi2g57980.1;0.2184;2.194;0.09951;Carubv10012992m;0.0305;0.217;0.1405;Thhalv10020079m;0.03684;0.2832;0.1301;Medtr0044s0180.1;0.2088;2.478;0.08425;MA_7927674g0010;0.5541;NA;NA;lcl|NW_010966372.1_cds_XP_010550185.1_24488;0.08244;0.8653;0.09527
AT3G01740.1.1;927583;0.01782;0.1754;0.1016;Bradi4g39460.2;0.2777;NA;NA;Carubv10015225m;0.01691;0.2964;0.05705;Thhalv10021760m;0.06901;0.5361;0.1287;Medtr4g073700.1;0.1894;3.284;0.05769;MA_68824g0010;0.2657;1.789;0.1485;lcl|NW_010966665.1_cds_XP_010551922.1_26023;0.1041;0.9112;0.1143
AT3G01790.2.1;477335;0.008766;0.06958;0.126;Bradi4g41070.1;0.1627;NA;NA;Carubv10014650m;0.0172;0.1855;0.09273;Thhalv10021543m;0.03078;0.2563;0.1201;Medtr3g082760.1;0.1293;1.731;0.07469;MA_109054g0010;0.1779;NA;NA;lcl|NW_010960187.1_cds_XP_010533911.1_1135;0.06968;0.8634;0.0807
AT3G01800.1.1;317013;0.03204;0.19;0.1687;Bradi5g14160.1;0.3044;2.283;0.1333;Carubv10014408m;0.04637;0.3629;0.1278;Thhalv10021359m;0.07738;0.4773;0.1621;Medtr8g040070.1;0.2273;4.382;0.05186;MA_10436576g0010;0.346;NA;NA;lcl|NW_010966372.1_cds_XP_010550201.1_24501;0.1481;0.7881;0.1879
AT3G01910.1.1;927565;0.008936;0.1431;0.06243;Bradi3g41170.1;0.1679;1.56;0.1076;Carubv10013899m;0.01728;0.182;0.09497;Thhalv10022262m;0.02203;0.2832;0.07781;Medtr6g023975.1;0.1393;1.629;0.0855;MA_10426756g0010;0.2855;NA;NA;lcl|NW_010966372.1_cds_XP_010550199.1_24503;0.08817;0.7965;0.1107
AT3G01980.4.1;477315;0.03391;0.1169;0.2901;Bradi1g01780.1;0.3481;3.124;0.1114;Carubv10014388m;0.06171;0.2856;0.2161;Thhalv10021329m;0.09648;0.4854;0.1988;Medtr1g007800.1;0.2896;2.414;0.12;MA_10435653g0010;0.5231;NA;NA;lcl|NW_010966372.1_cds_XP_010550219.1_24517;0.1732;0.9853;0.1757
AT3G02065.3.1;477303;0.02511;0.08947;0.2807;Bradi3g07457.1;0.255;2.545;0.1002;Carubv10015716m;0.03374;0.1936;0.1743;Thhalv10020567m;0.06325;0.2413;0.2621;Medtr6g033070.1;0.2075;1.951;0.1064;MA_10426097g0020;0.3261;NA;NA;lcl|NW_010960187.1_cds_XP_010553231.1_3154;0.1515;0.721;0.2101
AT3G02070.2.1;902874;0.02093;0.08271;0.2531;Bradi1g72850.1;0.1637;1.818;0.09006;Carubv10016374m;0.0419;0.1685;0.2487;Thhalv10021486m;0.04015;0.1545;0.2598;Medtr6g033065.1;0.1175;1.609;0.073;MA_7131g0010;0.1233;2.464;0.05006;lcl|NW_010960187.1_cds_XP_010553269.1_3155;0.07849;0.5994;0.131
AT3G02090.1.1;927681;0.009703;0.1142;0.085;Bradi1g70180.1;0.2321;NA;NA;Carubv10013366m;0.0179;0.2517;0.07111;Thhalv10020493m;0.02276;0.3455;0.06587;Medtr7g053330.1;0.1406;1.47;0.0956;MA_10436282g0010;0.2141;NA;NA;lcl|NW_010966372.1_cds_XP_010550013.1_24330;0.05258;0.7714;0.06816
AT3G02220.1.1;477457;0.02062;0.1228;0.1679;Bradi2g50670.4;0.2954;2.693;0.1097;Carubv10014535m;0.03625;0.2137;0.1696;Thhalv10021265m;0.06641;0.3468;0.1915;Medtr6g015855.1;0.2753;2.242;0.1228;MA_14662g0010;0.4768;NA;NA;lcl|NW_010970490.1_cds_XP_010525123.1_38558;0.1393;0.8438;0.1651
AT3G02280.3.1;927706;0.03022;0.1001;0.3019;Bradi2g49010.1;0.284;2.466;0.1152;Carubv10013233m;0.03762;0.2138;0.176;Thhalv10011322m;0.04975;0.2117;0.235;Medtr7g406970.1;0.2279;1.99;0.1145;MA_10435858g0010;0.2359;NA;NA;lcl|NW_010966372.1_cds_XP_010549972.1_24292;0.1089;0.8156;0.1335
AT3G02300.2.1;477464;0.009042;0.07081;0.1277;Bradi1g15060.4;0.1846;1.93;0.09568;Carubv10013842m;0.03781;0.1788;0.2115;Thhalv10020658m;0.02706;0.2302;0.1176;Medtr7g016640.1;0.1521;1.156;0.1316;MA_35149g0010;0.182;1.619;0.1125;lcl|NW_010967707.1_cds_XP_010558528.1_32110;0.08257;0.5414;0.1525
AT3G02330.1.1;927712;0.01184;0.0706;0.1677;Bradi3g32282.1;0.3954;NA;NA;Carubv10015774m;0.04113;0.2385;0.1725;Thhalv10001098m;0.06441;0.2938;0.2192;Medtr7g417770.1;0.3218;1.827;0.1762;MA_87646g0010;0.47;NA;NA;lcl|NW_010967707.1_cds_XP_010558533.1_32115;0.1839;0.7341;0.2506
AT3G02360.2.1;477469;0.00247;0.1371;0.01801;Bradi1g50220.1;0.07926;2.036;0.03893;Carubv10013557m;0.006533;0.2336;0.02797;Thhalv10020607m;0.01272;0.3523;0.03612;Medtr7g017900.2;0.05792;1.781;0.03253;MA_10163020g0010;0.1008;2.103;0.04795;lcl|NW_010966372.1_cds_XP_010549952.1_24276;0.04018;1.14;0.03525
AT3G02450.1.1;927726;0.01977;0.08574;0.2305;Bradi5g12800.2;0.3719;NA;NA;Carubv10016037m;0.04498;0.2231;0.2016;Thhalv10020311m;0.04788;0.2847;0.1682;Medtr6g016600.1;0.2402;1.512;0.1589;MA_10436247g0020;0.267;3.559;0.07501;lcl|NW_010966372.1_cds_XP_010549946.1_24269;0.1116;0.8114;0.1375
AT3G02530.1.1;477487;0.004292;0.07349;0.0584;Bradi3g04130.1;0.07397;1.858;0.03981;Carubv10013423m;0.007304;0.1432;0.05099;Thhalv10020484m;0.004046;0.2405;0.01683;Medtr7g406870.1;0.0519;1.137;0.04565;MA_8438g0020;0.102;2.575;0.03961;lcl|NW_010967707.1_cds_XP_010558553.1_32134;0.02189;0.5279;0.04146
AT3G02660.2.1;477507;0.01244;0.1401;0.08881;Bradi3g28520.1;0.2227;2.51;0.08874;Carubv10013389m;0.02682;0.2285;0.1174;Thhalv10020578m;0.04556;0.2727;0.167;Medtr3g466250.1;0.199;2.02;0.09852;MA_766311g0010;0.2825;2.663;0.1061;lcl|NW_010966372.1_cds_XP_010549888.1_24214;0.1372;0.8635;0.1589
AT3G02680.1.1;477508;0.03551;0.131;0.2711;Bradi3g29390.1;0.5157;NA;NA;Carubv10015532m;0.05509;0.1359;0.4056;Thhalv10020468m;0.07375;0.2948;0.2502;Medtr5g076180.9;0.4099;1.699;0.2413;MA_165131g0010;0.6311;NA;NA;lcl|NW_010966372.1_cds_XP_010549887.1_24213;0.1694;0.7257;0.2335
AT3G02690.1.1;477509;0.01571;0.1231;0.1276;Bradi3g29830.2;0.2785;3.502;0.07954;Carubv10015929m;0.03943;0.2533;0.1557;Thhalv10020801m;0.04546;0.3163;0.1437;Medtr3g063250.1;0.2518;1.98;0.1272;MA_10437115g0010;0.2168;NA;NA;lcl|NW_010966372.1_cds_XP_010549885.1_24212;0.155;0.8544;0.1814
AT3G02710.1.1;477511;0.01018;0.138;0.07377;Bradi3g60667.1;0.2274;NA;NA;Carubv10013428m;0.01148;0.2162;0.05309;Thhalv10020476m;0.02726;0.3761;0.07249;Medtr3g064180.1;0.1579;NA;NA;MA_6446g0010;0.1463;2.543;0.05751;lcl|NW_010966372.1_cds_XP_010549884.1_24209;0.07322;0.8582;0.08531
AT3G02720.1.1;927762;0.01204;0.111;0.1085;Bradi5g25750.1;0.1691;1.346;0.1257;Carubv10013911m;0.01709;0.1706;0.1002;Thhalv10021062m;0.04123;0.2776;0.1485;Medtr3g064140.1;0.1617;1.485;0.1089;MA_777685g0010;0.2357;1.604;0.1469;lcl|NW_010970490.1_cds_XP_010524339.1_37802;0.06054;0.6905;0.08767
AT3G02760.2.1;477518;0.0154;0.09277;0.166;Bradi2g35680.1;0.4144;NA;NA;Carubv10012946m;0.05608;0.2234;0.2511;Thhalv10020033m;0.1006;0.3191;0.3152;Medtr1g057860.1;0.3147;1.429;0.2202;MA_10427714g0010;0.543;NA;NA;lcl|NW_010966372.1_cds_XP_010549872.1_24199;0.1536;0.7846;0.1958
AT3G02830.1.1;477525;0.009875;0.09208;0.1072;Bradi4g19010.1;0.2706;2.555;0.1059;Carubv10013873m;0.01811;0.2187;0.08283;Thhalv10020900m;0.02743;0.222;0.1236;Medtr7g079840.1;0.2067;1.764;0.1172;MA_137427g0010;0.3487;2.714;0.1285;lcl|NW_010970490.1_cds_XP_010525081.1_38514;0.08661;0.9511;0.09106
AT3G03050.1.1;477551;0.008031;0.1123;0.07154;Bradi1g50170.1;0.1077;2.784;0.03869;Carubv10012847m;0.01366;0.2577;0.05301;Thhalv10019936m;0.02001;0.2979;0.06717;Medtr4g077910.5;0.08481;2.364;0.03587;MA_595526g0010;0.1299;3.095;0.04196;lcl|NW_010967707.1_cds_XP_010558643.1_32217;0.05233;0.9559;0.05475
AT3G03070.1.1;927805;0.01355;0.1207;0.1122;Bradi3g16290.1;0.228;1.804;0.1263;Carubv10014855m;0.02548;0.3555;0.07166;Thhalv10021803m;0.01779;0.4173;0.04262;Medtr4g077807.1;0.1569;0.929;0.1689;MA_7862g0010;0.1178;NA;NA;lcl|NW_010967707.1_cds_XP_010558646.1_32220;0.1195;0.7043;0.1696
AT3G03100.1.1;927816;0.004959;0.05548;0.08937;Bradi3g34557.2;0.2129;2.447;0.08702;Carubv10014812m;0.02485;0.1755;0.1416;Thhalv10021682m;0.02032;0.2926;0.06947;Medtr8g009960.1;0.158;1.721;0.09185;MA_10434929g0010;0.2963;NA;NA;lcl|NW_010966372.1_cds_XP_010549826.1_24154;0.08911;0.7791;0.1144
AT3G03210.1.1;477567;0.01401;0.1592;0.08804;Bradi3g32180.1;0.4728;NA;NA;Carubv10013992m;0.02048;0.3078;0.06654;Thhalv10020974m;0.03874;0.3738;0.1036;Medtr5g076930.1;0.3075;1.576;0.1951;MA_127562g0010;0.4729;NA;NA;lcl|NW_010967707.1_cds_XP_010558659.1_32237;0.1284;0.8537;0.1504
AT3G03270.2.1;927833;0.008909;0.05686;0.1567;Bradi3g57525.1;0.3302;NA;NA;Carubv10014818m;0.0162;0.1247;0.13;Thhalv10021680m;0.01468;0.2688;0.05462;Medtr5g077130.1;0.1967;1.218;0.1615;MA_10434855g0010;0.2738;NA;NA;lcl|NW_010967707.1_cds_XP_010558670.1_32242;0.07585;0.6907;0.1098
AT3G03280.1.1;927835;0.04191;0.1719;0.2438;Bradi2g46810.1;0.492;2.16;0.2278;Carubv10015849m;0.07197;0.4243;0.1696;Thhalv10022137m;0.08396;0.535;0.1569;Medtr1g108640.1;0.4239;NA;NA;MA_804676g0010;0.4993;NA;NA;lcl|NW_010970490.1_cds_XP_010525033.1_38465;0.1357;1.515;0.0896
AT3G03330.1.1;477582;0.01807;0.1682;0.1074;Bradi4g20580.2;0.2544;2.978;0.08543;Carubv10014155m;0.03618;0.2081;0.1739;Thhalv10021121m;0.04262;0.1799;0.2369;Medtr7g080410.1;0.1892;1.489;0.1271;MA_10427627g0010;0.477;NA;NA;lcl|NW_010966372.1_cds_XP_010549768.1_24104;0.1271;0.6002;0.2117
AT3G03341.1.1;477584;0;0.184;0;Bradi2g45050.1;0.1774;1.155;0.1536;Carubv10015139m;0;0.1933;0;Thhalv10022211m;0.005929;0.4108;0.01443;Medtr3g067715.1;0.1124;0.8671;0.1296;MA_111802g0010;0.2447;NA;NA;lcl|NW_010966372.1_cds_XP_010549762.1_24099;0.1439;0.8783;0.1639
AT3G03560.1.1;477601;0.01546;0.1125;0.1374;Bradi1g32732.3;0.4601;NA;NA;Carubv10015106m;0.02782;0.2018;0.1378;Thhalv10022176m;0.04397;0.2707;0.1624;Medtr8g010360.1;0.3179;1.497;0.2124;MA_954335g0010;0.3514;1.356;0.2591;lcl|NW_010966372.1_cds_XP_010549742.1_24078;0.1579;0.6719;0.235
AT3G03740.1.1;927902;0.003252;0.08954;0.03631;Bradi1g06070.1;0.2349;1.934;0.1215;Carubv10013733m;0.01936;0.2006;0.09652;Thhalv10020746m;0.01903;0.3387;0.05618;Medtr5g087500.1;0.2014;2.03;0.09926;MA_17704g0010;0.2341;3.154;0.07423;lcl|NW_010970490.1_cds_XP_010524999.1_38427;0.06191;0.7153;0.08655
AT3G03750.2.1;477623;0.03531;0.1878;0.188;Bradi2g51320.1;0.3948;NA;NA;Carubv10015745m;0.07436;0.3723;0.1997;Thhalv10021023m;0.1239;0.4278;0.2896;Medtr6g027690.1;0.3651;2.513;0.1453;MA_77020g0010;0.4864;NA;NA;lcl|NW_010967707.1_cds_XP_010558698.1_32268;0.1859;1.271;0.1463
AT3G03770.3.1;477625;0.01742;0.1155;0.1509;Bradi1g56540.6;0.3707;NA;NA;Carubv10013003m;0.02806;0.153;0.1834;Thhalv10020088m;0.04663;0.1996;0.2336;Medtr7g086420.4;0.2463;1.682;0.1464;MA_20538g0020;0.3568;2.867;0.1245;lcl|NW_010966372.1_cds_XP_010549703.1_24037;0.112;0.7489;0.1496
